"ID (do not edit)","Content type","Element type","Source language (PL)","Target language (DE)"
"{""contentId"":""bfb6dcfc-f102-47b0-8902-64e904685e57"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8""><span>Polityka wysyłki w sklepie internetowym tailwhip.store</span></p>

<p class=""font_8""><span><span class=""wixGuard"">​</span></span></p>

<p class=""font_8""><span>I. Informacje og&oacute;lne</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Niniejsza Polityka Wysyłki określa zasady dostawy towar&oacute;w zam&oacute;wionych w sklepie internetowym tailwhip.store.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Dostawa zam&oacute;wionych towar&oacute;w realizowana jest wyłącznie za pośrednictwem firmy kurierskiej.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Sklep dołoży wszelkich starań, aby zam&oacute;wione towary zostały dostarczone w jak najkr&oacute;tszym czasie.</span></p>
	</li>
</ol>

<p class=""font_8""><span>II. Czas realizacji zam&oacute;wienia</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Czas otrzymania przesyłki składa się z czasu realizacji zam&oacute;wienia oraz czasu dostawy, przy czym uwzględniane są tylko dni robocze.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Czas realizacji zam&oacute;wienia wynosi do 3 dni roboczych od momentu potwierdzenia zam&oacute;wienia.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Czas dostawy jest zależny od firmy kurierskiej i wynosi zwykle 1-2 dni robocze.</span></p>
	</li>
</ol>

<p class=""font_8""><span>III. Koszty wysyłki</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Koszty wysyłki zam&oacute;wionych towar&oacute;w zostaną automatycznie wyliczone w momencie składania zam&oacute;wienia i są uzależnione od wagi i wymiar&oacute;w przesyłki.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Informacja o całkowitym koszcie wysyłki zostanie przedstawiona Klientowi przed złożeniem zam&oacute;wienia.</span></p>
	</li>
</ol>

<p class=""font_8""><span>IV. Warunki dostawy</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Dostawa zam&oacute;wionych towar&oacute;w odbywa się pod adres wskazany przez Klienta podczas składania zam&oacute;wienia.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>W momencie odbioru przesyłki Klient zobowiązany jest do sprawdzenia stanu przesyłki w obecności kuriera. W przypadku uszkodzenia przesyłki należy sporządzić protok&oacute;ł szkody w obecności kuriera.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Kurier ma obowiązek dostarczyć przesyłkę do lokalu Klienta wyłącznie, gdy waga przesyłki nie przekracza 30 kg. Dla zam&oacute;wień o większej wadze, Klient zobowiązany jest do odbioru przesyłki z samochodu kuriera.</span></p>
	</li>
</ol>

<p class=""font_8""><span>V. Op&oacute;źnienia w dostawie i zagubione przesyłki</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>W przypadku op&oacute;źnień w dostawie przekraczających 7 dni roboczych, Klient ma prawo skontaktować się ze Sklepem w celu wyjaśnienia przyczyn op&oacute;źnienia i ustalenia nowego terminu dostawy.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>W sytuacji, gdy przesyłka została zagubiona przez firmę kurierską, Sklep niezwłocznie wysyła Klientowi towar zastępczy na własny koszt. Jeśli towar jest niedostępny, Sklep zwraca Klientowi całość wpłaconej kwoty.</span></p>
	</li>
</ol>

<p class=""font_8""><span>VI. Postanowienia końcowe</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>W sprawach nieuregulowanych w niniejszej Polityce Wysyłki zastosowanie mają odpowiednie przepisy Regulaminu sklepu oraz powszechnie obowiązującego prawa.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Polityka Wysyłki wchodzi w życie z dniem opublikowania na stronie internetowej sklepu tailwhip.store.</span></p>
	</li>
</ol>","<p class=""font_8"">Versandpolitik bei tailwhip.store</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">I. Allgemeine Informationen</p>

<p class=""font_8"">Diese Versandbedingungen regeln die Lieferung der im tailwhip.store Online-Shop bestellten Waren.</p>

<p class=""font_8"">Die Lieferung der bestellten Waren erfolgt ausschlie&szlig;lich durch ein Kurierunternehmen.</p>

<p class=""font_8"">Der Shop wird sich bem&uuml;hen, die bestellte Ware in k&uuml;rzester Zeit zu liefern.</p>

<p class=""font_8"">II. Bearbeitungszeit der Bestellung</p>

<p class=""font_8"">Die Lieferzeit setzt sich aus der Bearbeitungszeit der Bestellung und der Lieferzeit zusammen, wobei nur Arbeitstage ber&uuml;cksichtigt werden.</p>

<p class=""font_8"">Die Lieferzeit betr&auml;gt bis zu 3 Arbeitstage ab Auftragsbest&auml;tigung.</p>

<p class=""font_8"">Die Lieferzeit ist abh&auml;ngig vom Kurierunternehmen und betr&auml;gt in der Regel 1-2 Werktage.</p>

<p class=""font_8"">III. Kosten f&uuml;r den Versand</p>

<p class=""font_8"">Die Versandkosten f&uuml;r die bestellten Waren werden zum Zeitpunkt der Bestellung automatisch berechnet und sind abh&auml;ngig von Gewicht und Abmessungen der Sendung.</p>

<p class=""font_8"">Die Gesamtkosten f&uuml;r den Versand werden dem Kunden vor der Aufgabe der Bestellung mitgeteilt.</p>

<p class=""font_8"">IV. Lieferbedingungen</p>

<p class=""font_8"">Die Lieferung der bestellten Waren erfolgt an die vom Kunden bei der Bestellung angegebene Adresse.</p>

<p class=""font_8"">Bei Erhalt der Sendung ist der Kunde verpflichtet, den Zustand der Sendung in Anwesenheit des Kuriers zu &uuml;berpr&uuml;fen. Im Falle einer Besch&auml;digung der Sendung ist im Beisein des Kuriers ein Schadensprotokoll anzufertigen.</p>

<p class=""font_8"">Der Kurier ist verpflichtet, die Sendung nur dann beim Kunden zuzustellen, wenn das Gewicht der Sendung 30 kg nicht &uuml;berschreitet. Bei Bestellungen mit einem h&ouml;heren Gewicht ist der Kunde verpflichtet, die Sendung aus dem Wagen des Kuriers abzuholen.</p>

<p class=""font_8"">V. Lieferverz&ouml;gerungen und verlorene Pakete</p>

<p class=""font_8"">Bei Lieferverz&ouml;gerungen von mehr als 7 Werktagen hat der Kunde das Recht, sich mit dem Shop in Verbindung zu setzen, um die Gr&uuml;nde f&uuml;r die Verz&ouml;gerung zu erl&auml;utern und einen neuen Liefertermin zu vereinbaren.</p>

<p class=""font_8"">Bei Verlust des Pakets durch den Kurierdienst sendet der Shop dem Kunden unverz&uuml;glich und auf eigene Kosten ein Ersatzpaket zu. Wenn die Ware nicht verf&uuml;gbar ist, erstattet der Shop dem Kunden den gesamten gezahlten Betrag.</p>

<p class=""font_8"">VI. Schlussbestimmungen</p>

<p class=""font_8"">In Angelegenheiten, die in dieser Versandpolitik nicht geregelt sind, gelten die einschl&auml;gigen Bestimmungen der Gesch&auml;ftsordnung des Shops und das allgemein anwendbare Recht.</p>

<p class=""font_8"">Die Versandbedingungen treten mit dem Datum ihrer Ver&ouml;ffentlichung auf der Website tailwhip.store in Kraft.</p>"
"{""contentId"":""4345f93d-df11-40e1-b2e5-c42be955ff18"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","c2c919_7e451c53896d41fcab6f2a958f0a4ed8~mv2.jpg","c2c919_7e451c53896d41fcab6f2a958f0a4ed8~mv2.jpg"
"{""contentId"":""4345f93d-df11-40e1-b2e5-c42be955ff18"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","finger skate",
"{""contentId"":""71d46b87-61f2-477d-80d1-5cdcd4a46819"",""fieldId"":""menu"",""sequencePath"":[]}","TEXT","document.api.MenuService.Menu","<?xml version='1.1' encoding='UTF-8'?><menu><items/></menu>","<?xml version='1.1' encoding='UTF-8'?><menu><items/></menu>"
"{""contentId"":""e7d7ec56-affc-4bf6-8a9b-a1f714d8d0cb"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Finger Buty na Palce, Akcesoria do Fingerboard, Finger Scooter, Fingerbike","Finger Boots, Zubehör für Fingerboard, Finger Scooter, Fingerbike"
"{""contentId"":""e7d7ec56-affc-4bf6-8a9b-a1f714d8d0cb"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p><b>Finger Sneakers TAIL WHIP Keychain Sponge</b></p><p>Zostały stworzone przez młodą i popularną markę <b>TAIL WHIP</b>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <b>Realistyczny Design:</b> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<b>Wielofunkcyjność</b>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<b>Przenośne i Bezpieczne</b>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<b>Idealne na Prezent</b>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<b>Zestaw</b>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><ul>	<li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li>	<li>wymiary buta:&nbsp; 5 x 2 x 3.5 cm</li>	<li>wymiary opakowania: 7.5 x 5.5 x 4 cm</li></ul></div><div class=""item item-12""><p><b>Mini buty Finger Sneakers TAIL WHIP to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p></div>","<br/><p>Sneakers mit Fingern TAIL WHIP Schlüsselanhänger aus Frottee.</p><p>Sie wurden von der jungen und beliebten Marke TAIL WHIP entworfen.</p><p>Entdecken Sie die neueste Attraktion für alle Fingerboard-Fans und darüber hinaus: die Mini Finger Sneakers! Diese täuschend echten Mini-Sneakers sind die perfekte Ergänzung für Ihre Fingersammlung oder ein origineller Schlüsselanhänger. Hergestellt aus den hochwertigsten Materialien, beeindrucken diese Miniaturschuhe durch ihre Details und ihre Authentizität.</p><p>⭐ Realistisches Design: Mit höchster Präzision nachgebildet, sehen diese Mini-Turnschuhe ihren lebensgroßen Vorbildern zum Verwechseln ähnlich. Perfekt für Streetwear-Fans und Sneakerheads.</p><p>Multifunktional: Sie eignen sich hervorragend als niedliche Puppenschuhe, als Accessoire zum Anfassen oder sogar als Schlüsselanhänger, wenn du eine Kette anbringst.</p><p>Tragbar und sicher: Dank ihrer geringen Größe sind sie leicht zu transportieren. Sie können sie überall hin mitnehmen und Ihrer Sporttasche, Ihrem Rucksack oder Ihren Schlüsseln Stil verleihen.</p><p>⭐Ideal als Geschenk: Ob für einen Turnschuhsammler, einen Liebhaber von Miniaturen oder als Lernspielzeug für Kinder, diese Mini-Schuhe sind die perfekte Wahl für jeden Anlass.</p><p>Set: Jedes Set enthält ein Paar Miniaturschuhe mit Schnürsenkeln, die für eine bessere Passform verstellt werden können.</p><p>&nbsp;</p><p>Aufgrund ihrer Miniaturgröße sind die Schuhe präzise gefertigt, was bedeutet, dass sie so einzigartig sind wie echte Turnschuhe.</p><p>Die TAILWHIP Finger Boots sind ein ideales Geschenk in einer schönen Einzelhandelspackung.</p><br/><p>das Set ist für Kinder ab 6 Jahren geeignet.</p><p>Abmessungen des Schuhs: 5 x 2 x 3,5 cm</p><p>Abmessungen der Verpackung: 7,5 x 5,5 x 4 cm.</p><br/><p>Die Mini-Schuhe TAIL WHIP von Finger Sneakers sind ein perfektes Geschenk für Kinder, ein Spielzeug, das die Entwicklung der motorischen Fähigkeiten fördert, und eine ideale Ergänzung für die Präsentation in einem Geschäft oder die Dekoration eines Cafés...</p>"
"{""contentId"":""89876d92-97b0-4060-b37d-f6813ea8e6bd"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard Buty TAILWHIP, Finger Sneakers RedSpider, Akcesoria dla Dzieci",
"{""contentId"":""89876d92-97b0-4060-b37d-f6813ea8e6bd"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6""><p><strong>Finger Sneakers TAILWHIP Pikachiu</strong></p><p>Zostały stworzone przez młodą i popularną markę <strong>TAILWHIP</strong>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <strong>Realistyczny Design:</strong> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<strong>Wielofunkcyjność:</strong> Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<strong>Przenośne i Bezpieczne:</strong> Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<strong>Idealne na Prezent:</strong> Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<strong>Zestaw:</strong> Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p><p>&nbsp;</p><p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><p>zestaw przeznaczony&nbsp;<strong>dla dzieci od 6 roku życia</strong><br>wymiary buta:&nbsp;&nbsp;3 x 1.5 cm</p></div>",
"{""contentId"":""7bd781b6-afb1-48fb-b9e1-474aeb167e97"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Sportowy Kask Ochronny TAILWHIP, Fiolet S",
"{""contentId"":""7bd781b6-afb1-48fb-b9e1-474aeb167e97"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6""></div><div class=""item item-6""><p><b>Uniwersalny kask sportowy TAIL WHIP</b> zapewnia niezawodną ochronę głowy przed upadkami i uderzeniami. Wytrzymały i lekki materiał zapewnia maksymalną ochronę przy minimalnej wadze, co jest szczególnie istotne przy długotrwałym i intensywnym użytkowaniu kasku.</p><p><b>Wykonany z:</b></p><ul><li>wytrzymałego plastiku ABS</li><li>EPS (spieniony polistyren).<p>Lekki, z przemyślaną aerodynamiką.</p></li></ul></div><div class=""item item-6""></div><div class=""item item-6""><ul><li>Wyposażony w otwory wentylacyjne</li><li>Regulowany rozmiar i pewne zapięcie dzięki blokadzie</li><li>Do dopasowania kasku rowerowego użyj pokrętła regulacyjnego umieszczonego na tylnej części kasku</li><li>Pas z blokadą pozwala na dokładne dopasowanie i wygodne założenie kasku.</li></ul></div><div class=""item item-6""></div><div class=""item item-6""></div>",
"{""contentId"":""d459f418-29b2-45a7-b7e4-b7dac6f2512d"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h6 class=""font_6""><span>Adres do doreczeń</span></h6>","<h6 class=""font_6"">Lieferadresse</h6>"
"{""contentId"":""c83c02d7-0de1-4689-8484-27ad3f7230ee"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"">Pn-Pt&nbsp;9:00&nbsp;&ndash; 17:00​</p>","<p class=""font_8"">Mo - Fr 9:00 - 17:00 Uhr</p>"
"{""contentId"":""ec45e94c-5afb-4b8a-930d-2da66d009df6"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","c2c919_ecc88847ab8643f4b337f03d4ad31078~mv2.jpg","c2c919_ecc88847ab8643f4b337f03d4ad31078~mv2.jpg"
"{""contentId"":""ec45e94c-5afb-4b8a-930d-2da66d009df6"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","finger tech deck",
"{""contentId"":""edcba186-9ee3-4be2-9a39-4ca39e17a1a4"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","9f9bce_3683c2a009644ed18423783df30d5565~mv2.png","9f9bce_3683c2a009644ed18423783df30d5565~mv2.png"
"{""contentId"":""edcba186-9ee3-4be2-9a39-4ca39e17a1a4"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX",,
"{""contentId"":""d01712ca-19ef-4837-82ad-3827f59be075"",""fieldId"":""shippingRule.name"",""sequencePath"":[]}","TEXT","shipping-rule","Domestic","Inländisch"
"{""contentId"":""d01712ca-19ef-4837-82ad-3827f59be075"",""fieldId"":""shippingRule.option.title"",""sequencePath"":[{""seqName"":""options"",""itemId"":""79590084-d15b-54a2-6f45-b41aa47a31c9""}]}","TEXT","shipping-rule","Polska",
"{""contentId"":""d01712ca-19ef-4837-82ad-3827f59be075"",""fieldId"":""shippingRule.option.deliveryTime"",""sequencePath"":[{""seqName"":""options"",""itemId"":""79590084-d15b-54a2-6f45-b41aa47a31c9""}]}","TEXT","shipping-rule","3",
"{""contentId"":""80ebce3b-3287-4ab4-bcfc-23f0dfa03229"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Finger Scooter TAILWHIP Mini Hulajnoga Na Palce Metalowa","Finger-Scooter TAILWHIP Mini-Metall-Finger-Scooter"
"{""contentId"":""80ebce3b-3287-4ab4-bcfc-23f0dfa03229"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6"">&nbsp;</div><div class=""item item-6""><h1>Finger scooter TAILWHIP Metalowy</h1><p>Została stworzona przez młodą i popularną markę&nbsp;<b>TAIL WHIP</b>.</p><p>PROFESJONALNY FINGERSCOOTER TAILWHIP: skuter do trików, limitowana edycja serii Oil Slick, z bardzo popularnym riderem Finger Hustler, profesjonalna zabawkowa frajda. Prawdziwy prezent dla ekstremalnych dzieci.</p><p><b>Wysoka Jakość:</b>&nbsp;Z dumą prezentujemy metalową konstrukcję naszej mini hulajnogi, która gwarantuje długotrwałą zabawę i wytrzymałość.</p><p>Nasze mini skutery są lepsze do wystawienia. Odpowiednie zarówno dla dorosłych, jak i dzieci, mogą być rozmontowane na części, można je ponownie złożyć, jest to również bardzo dobra zabawka edukacyjna z dziedziny nauki i edukacji. Finger skuter do zabawy, model skutera odlewany w skali 1:18. Cudowny prezent, zapakowany w ładnie wyglądające pudełko detaliczne. Części, które można zdejmować, konfigurować na nowo, wymienne opony. Prezentujący realistyczny model skutera do trików ulicznych, prawdziwe triki, prawdziwe ślizgi.</p></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Rama wykonana jest z w 100% z matalla. Koła wysokiej jakości z łożyskami.</p><p>Ciesz się dreszczykiem emocji wykonując niesamowite sztuczki tailwhip na wyciągnięcie ręki.</p><p>Zabierz go ze sobą wszędzie i baw się bez końca w podróży</p><p>IDEALNY PREZENT - finger hulajnoga na palce metalowa jest idealnym prezentem dla dzieci, aby mogły rozwijać swoje umiejętności motoryczne, koordynację ręka-oko i zwiększać ciekawość. Są to bardzo urocze zabawki, które można zdejmować, którymi można bawić się palcami.</p><p><b>Finger Scooter TAILWHIP Pro Tech Metal to:</b></p><ul>	<li>rama - stal stopowa</li>	<li>wysokiej jakości gumowe kółka z łożyskami</li>	<li>powłoka antypoślizgowa na palce</li>	<li>wygodne gumowe uchwyty</li>	<li>jasny i niezwykły kolor</li></ul></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Ponad 1000 trików, wypróbuj klasyczne kształty prawdziwej hulajnogi formowanej z metalu. METAL fingerscooter TAILWHIP będą idealnym prezentem dla chłopców/dziewczynek w wieku 6 lat i starszych. Bez ograniczeń wiekowych. Zabawka antystresowa.</p><p><b>Funkcje i Zalety:</b>&nbsp;Nasza finger hulajnoga metalowa to nie tylko zabawka, ale również narzędzie do rozwijania koordynacji i kreatywności. Z TAILWHIP możesz wykonywać niesamowite triki, takie jak tailwhips i slides, na biurku czy w podróży.</p><p><b>Dla Wszystkich Poziomów Umiejętności:</b>&nbsp;Bez względu na to, czy jesteś początkującym, czy zaawansowanym fanem tech deck, nasza hulajnoga na palce zapewnia godziny zabawy i doskonalenia umiejętności.</p><ul>	<li>mini scooter&nbsp;<b>dla dzieci od 6 roku życia</b></li>	<li>wymiary mini hulajnogi na palce:&nbsp; 8 x 7.5 cm</li>	<li>wymiary opakowania: 13 x 18 x 2 cm</li></ul></div><div class=""item item-12""><p><b>Finger scooter metalowy to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p></div>","<p>&nbsp;</p><p>Finger-Scooter TAILWHIP Metall</p><p>Er wurde von der jungen und beliebten Marke TAIL WHIP entwickelt.</p><p>PROFESSIONAL FINGERSCOOTER TAILWHIP: Trick-Scooter, limitierte Auflage Oil Slick Serie, mit dem sehr beliebten Finger Hustler Rider, professioneller Spielzeugspaß. Ein echtes Geschenk für extreme Kinder.</p><p>Hohe Qualität: Wir sind stolz darauf, die Metallkonstruktion unserer Mini-Scooter zu präsentieren, die lang anhaltenden Spaß und Haltbarkeit garantiert.</p><p>Unsere Mini-Roller sind besser für die Anzeige. Geeignet für Erwachsene und Kinder, sie können in Teile zerlegt werden, sie können wieder zusammengebaut werden, es ist auch eine sehr gute Wissenschaft und Bildung Spielzeug. Fingerroller-Spielzeug, gegossenes Rollermodell im Maßstab 1:18, ein wunderbares Geschenk, verpackt in einer schön aussehenden Einzelhandelsbox. Abnehmbare, rekonfigurierbare Teile, austauschbare Reifen. Ein realistisches Modell eines Street Trick Scooters, echte Tricks, echte Slides.</p><p>&nbsp;</p><p>Der Rahmen ist aus 100% Matalla gefertigt. Qualitätsräder mit Lagern.</p><p>Genießen Sie den Nervenkitzel der Durchführung von erstaunlichen Tailwhip Tricks an Ihren Fingerspitzen.</p><p>Nehmen Sie ihn überall mit hin und haben Sie endlosen Spaß unterwegs</p><p>IDEALES GESCHENK - Finger-Metall-Roller sind das perfekte Geschenk für Kinder, um ihre motorischen Fähigkeiten und ihre Hand-Augen-Koordination zu entwickeln und ihre Neugier zu steigern. Sie sind ein sehr niedliches, herausnehmbares Spielzeug, das man mit den Fingern spielen kann.</p><p>Der Finger-Scooter TAILWHIP Pro Tech Metal ist:</p><br/><p>Rahmen - legierter Stahl</p><p>hochwertige Gummiräder mit Lagern</p><p>Anti-Rutsch-Beschichtung an den Zehen</p><p>bequeme Gummigriffe</p><p>helle und ungewöhnliche Farbe</p><br/><p>&nbsp;</p><p>Über 1000 Tricks, probieren Sie die klassischen Formen eines echten Metallformrollers aus. METAL Fingerscooter TAILWHIP ist das perfekte Geschenk für Jungen/Mädchen ab 6 Jahren und älter. Keine Altersbeschränkung. Anti-Stress-Spielzeug.</p><p>Eigenschaften und Vorteile: Unser Metall-Finger-Scooter ist nicht nur ein Spielzeug, sondern auch ein Werkzeug zur Entwicklung von Koordination und Kreativität. Mit TAILWHIP kann man am Schreibtisch oder unterwegs erstaunliche Tricks wie Tailwhips und Slides ausführen.</p><p>Für alle Könnensstufen: Egal, ob du ein Anfänger oder ein fortgeschrittener Techdeck-Fan bist, unser Zehenscooter bietet stundenlangen Spaß und fördert deine Fähigkeiten.</p><br/><p>Mini-Scooter für Kinder ab 6 Jahren</p><p>Abmessungen des Mini-Finger-Scooters: 8 x 7,5 cm</p><p>Verpackungsmaße: 13 x 18 x 2 cm</p><br/><p>Der Metall-Finger-Scooter ist ein perfektes Geschenk für Kinder, ein Motorikspielzeug zur Förderung der motorischen Fähigkeiten und eine tolle Ergänzung für die Dekoration eines Schaufensters oder Cafés.</p>"
"{""contentId"":""61f86ed1-1040-4dec-9f65-db608fa640fb"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerscooter TAILWHIP Metalowy, Hulajnoga na Palce, Szeroki Pro Deck, purp",
